id,.bss,.comment,.data,.dynamic,.dynstr,.dynsym,.eh_frame,.eh_frame_hdr,.fini,.fini_array,.gnu.hash,.gnu.version,.gnu.version_r,.got,.init,.init_array,.input_size,.interp,.nice_value,.note.ABI-tag,.note.gnu.build-id,.plt,.plt.got,.rela.dyn,.rela.plt,.rodata,.shstrtab,.strtab,.symtab,.text,start_time,end_time,total_time
ms,660528,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,82556,28,0,32,36,96,8,192,120,20,254,635,1800,3122,1525272420266084,1525272420294127,28043
bub,19936,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2483,28,-15,32,36,80,8,192,96,21,254,603,1752,2358,1525272420400546,1525272420431529,30983
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,30,28,5,32,36,64,8,192,72,21,254,585,1704,2039,1525272420400690,1525272420448641,47951
mat,1166528,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,270,28,17,32,36,96,8,192,120,21,254,632,1824,2695,1525272420406646,1525272420606488,199842
ms,641712,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,80205,28,6,32,36,96,8,192,120,20,254,635,1800,3122,1525272420405406,1525272420432404,26998
bub,19952,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2483,28,0,32,36,80,8,192,96,21,254,603,1752,2358,1525272420649194,1525272420679619,30425
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,30,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272420648962,1525272420696759,47797
mat,1749696,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,270,28,0,32,36,80,8,192,96,21,254,612,1800,2534,1525272420654385,1525272420901268,246883
ms,641712,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,80205,28,0,32,36,96,8,192,120,20,254,635,1800,3122,1525272420664572,1525272420689256,24684
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,5133,28,10,32,36,96,8,192,120,21,254,623,1776,2431,1525272420946869,1525272421081692,134823
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,34,28,6,32,36,64,8,192,72,21,254,585,1704,2039,1525272420947335,1525272421257480,310145
mat,254144,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,126,28,-15,32,36,96,8,192,120,21,254,632,1824,2695,1525272420951226,1525272420975242,24016
ms,508752,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,63584,28,-11,32,36,96,8,192,120,20,254,635,1800,3122,1525272420949347,1525272420972643,23296
bub,41152,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,5133,28,0,32,36,80,8,192,96,21,254,603,1752,2358,1525272421301036,1525272421421206,120170
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,34,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272421300802,1525272421597413,296611
mat,381120,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,126,28,0,32,36,80,8,192,96,21,254,612,1800,2566,1525272421311376,1525272421334156,22780
ms,508736,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,63584,28,0,32,36,96,8,192,120,20,254,635,1800,3122,1525272421303420,1525272421325129,21709
bub,20752,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2585,28,8,32,36,80,8,192,96,21,254,603,1752,2358,1525272421643869,1525272421677940,34071
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,32,28,-10,32,36,64,8,192,72,21,254,585,1704,2039,1525272421643870,1525272421758309,114439
mat,200832,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,112,28,4,32,36,96,8,192,120,21,254,632,1824,2695,1525272421654824,1525272421670212,15388
ms,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,28654,28,-14,32,36,112,8,192,144,20,254,655,1824,3227,1525272421645880,1525272421658163,12283
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,2585,28,0,32,36,96,8,192,120,21,254,623,1776,2431,1525272421802394,1525272421839335,36941
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,32,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272421802332,1525272421916756,114424
mat,301152,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,112,28,0,32,36,80,8,192,96,21,254,612,1800,2566,1525272421818974,1525272421833916,14942
